MUNICIPIO_RESIDENCIA;URS;MICRO;MACRO;CodigoIBGE;Data;Grupo;Dose;Doses Aplicadas
São José do Jacuri;Governador Valadares;PEÇANHA/SÃO JOÃO EVANGELISTA;LESTE;316350;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São José do Mantimento;Manhuaçu;MANHUAÇU;LESTE DO SUL;316360;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São Lourenço;Varginha;SÃO LOURENÇO;SUL;316370;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;2
São Miguel do Anta;Ponte Nova;VIÇOSA;LESTE DO SUL;316380;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São Pedro da União;Alfenas;GUAXUPÉ;SUL;316390;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São Pedro dos Ferros;Ponte Nova;PONTE NOVA;LESTE DO SUL;316400;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São Pedro do Suaçuí;Governador Valadares;PEÇANHA/SÃO JOÃO EVANGELISTA;LESTE;316410;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São Romão;Januária;Brasília de Minas/S. Francisco;NORTE;316420;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São Roque de Minas;Passos;PIUMHI;SUL;316430;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São Sebastião da Bela Vista;Pouso Alegre;POUSO ALEGRE;SUL;316440;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São Sebastião da Vargem Alegre;Ubá;MURIAÉ;SUDESTE;316443;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São Sebastião do Anta;Coronel Fabriciano;CARATINGA;VALE DO AÇO;316447;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São Sebastião do Maranhão;Governador Valadares;SANTA MARIA DO SUAÇUÍ;LESTE;316450;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São Sebastião do Oeste;Divinópolis;DIVINÓPOLIS;OESTE;316460;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São Sebastião do Paraíso;Passos;SÃO SEBASTIÃO DO PARAÍSO;SUL;316470;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São Sebastião do Rio Preto;Itabira;ITABIRA;CENTRO;316480;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São Sebastião do Rio Verde;Varginha;SÃO LOURENÇO;SUL;316490;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São Tiago;São João Del Rei;SÃO JOÃO DEL REI;CENTRO SUL;316500;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São Tomás de Aquino;Passos;SÃO SEBASTIÃO DO PARAÍSO;SUL;316510;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São Thomé das Letras;Varginha;TRÊS CORAÇÕES;SUL;316520;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São Vicente de Minas;São João Del Rei;SÃO JOÃO DEL REI;CENTRO SUL;316530;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Sapucaí-Mirim;Pouso Alegre;ITAJUBÁ;SUL;316540;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Sardoá;Governador Valadares;GOVERNADOR VALADARES;LESTE;316550;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Sarzedo;Belo Horizonte;CONTAGEM;CENTRO;316553;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Setubinha;Teófilo Otoni;TEÓFILO OTONI/MALACACHETA;NORDESTE;316555;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Sem-Peixe;Ponte Nova;PONTE NOVA;LESTE DO SUL;316556;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Senador Amaral;Pouso Alegre;POUSO ALEGRE;SUL;316557;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;15
Senador Cortes;Juiz de Fora;SÃO JOÃO NEPOMUCENO/BICAS;SUDESTE;316560;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Senador Firmino;Ubá;UBÁ;SUDESTE;316570;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Senador José Bento;Pouso Alegre;POUSO ALEGRE;SUL;316580;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Senador Modestino Gonçalves;Diamantina;DIAMANTINA;JEQUITINHONHA;316590;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Senhora de Oliveira;Barbacena;CONSELHEIRO LAFAIETE;CENTRO SUL;316600;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Senhora do Porto;Itabira;GUANHÃES;CENTRO;316610;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Senhora dos Remédios;Barbacena;BARBACENA;CENTRO SUL;316620;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Sericita;Ponte Nova;PONTE NOVA;LESTE DO SUL;316630;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Seritinga;Varginha;SÃO LOURENÇO;SUL;316640;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Serra Azul de Minas;Diamantina;SERRO;JEQUITINHONHA;316650;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Serra da Saudade;Divinópolis;BOM DESPACHO;OESTE;316660;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Serra dos Aimorés;Teófilo Otoni;NANUQUE;NORDESTE;316670;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Serra do Salitre;Patos de Minas;PATOS DE MINAS;NOROESTE;316680;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Serrania;Alfenas;ALFENAS/MACHADO;SUL;316690;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Serranópolis de Minas;Montes Claros;JANAÚBA/MONTE AZUL;NORTE;316695;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Serranos;Varginha;SÃO LOURENÇO;SUL;316700;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Serro;Diamantina;SERRO;JEQUITINHONHA;316710;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Sete Lagoas;Sete Lagoas;SETE LAGOAS;CENTRO;316720;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Silveirânia;Ubá;UBÁ;SUDESTE;316730;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Silvianópolis;Pouso Alegre;POUSO ALEGRE;SUL;316740;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Simão Pereira;Juiz de Fora;JUIZ DE FORA;SUDESTE;316750;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Simonésia;Manhuaçu;MANHUAÇU;LESTE DO SUL;316760;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Sobrália;Governador Valadares;GOVERNADOR VALADARES;LESTE;316770;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Soledade de Minas;Varginha;SÃO LOURENÇO;SUL;316780;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Tabuleiro;Ubá;UBÁ;SUDESTE;316790;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Taiobeiras;Montes Claros;TAIOBEIRAS;NORTE;316800;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Taparuba;Manhuaçu;MANHUAÇU;LESTE DO SUL;316805;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Tapira;Uberaba;ARAXÁ;TRIÂNGULO DO SUL;316810;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Tapiraí;Divinópolis;FORMIGA;OESTE;316820;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Taquaraçu de Minas;Belo Horizonte;BELO HORIZONTE/NOVA LIMA/CAETÉ;CENTRO;316830;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Tarumirim;Governador Valadares;GOVERNADOR VALADARES;LESTE;316840;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Teixeiras;Ponte Nova;VIÇOSA;LESTE DO SUL;316850;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Teófilo Otoni;Teófilo Otoni;TEÓFILO OTONI/MALACACHETA;NORDESTE;316860;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;12
Timóteo;Coronel Fabriciano;CORONEL FABRICIANO/TIMÓTEO;VALE DO AÇO;316870;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Tiradentes;São João Del Rei;SÃO JOÃO DEL REI;CENTRO SUL;316880;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Tiros;Patos de Minas;SÃO GOTARDO;NOROESTE;316890;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Tocantins;Ubá;UBÁ;SUDESTE;316900;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Tocos do Moji;Pouso Alegre;POUSO ALEGRE;SUL;316905;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Toledo;Pouso Alegre;POUSO ALEGRE;SUL;316910;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Tombos;Manhuaçu;CARANGOLA;SUDESTE;316920;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Três Corações;Varginha;TRÊS CORAÇÕES;SUL;316930;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Três Marias;Sete Lagoas;CURVELO;CENTRO;316935;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Três Pontas;Varginha;TRÊS PONTAS;SUL;316940;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Tumiritinga;Governador Valadares;GOVERNADOR VALADARES;LESTE;316950;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Tupaciguara;Uberlândia;UBERLÂNDIA/ARAGUARI;TRIÂNGULO DO NORTE;316960;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Turmalina;Diamantina;Turmalina/M. Novas/Capelinha;JEQUITINHONHA;316970;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Turvolândia;Pouso Alegre;POUSO ALEGRE;SUL;316980;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Ubá;Ubá;UBÁ;SUDESTE;316990;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Ubaí;Januária;Brasília de Minas/S. Francisco;NORTE;317000;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Ubaporanga;Coronel Fabriciano;CARATINGA;VALE DO AÇO;317005;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Uberaba;Uberaba;UBERABA;TRIÂNGULO DO SUL;317010;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Uberlândia;Uberlândia;UBERLÂNDIA/ARAGUARI;TRIÂNGULO DO NORTE;317020;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Umburatiba;Teófilo Otoni;ÁGUAS FORMOSAS;NORDESTE;317030;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Unaí;Unaí;UNAÍ;NOROESTE;317040;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
União de Minas;Uberaba;FRUTAL/ITURAMA;TRIÂNGULO DO SUL;317043;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Uruana de Minas;Unaí;UNAÍ;NOROESTE;317047;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Urucânia;Ponte Nova;PONTE NOVA;LESTE DO SUL;317050;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Urucuia;Januária;Brasília de Minas/S. Francisco;NORTE;317052;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Vargem Alegre;Coronel Fabriciano;CARATINGA;VALE DO AÇO;317057;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Vargem Bonita;Passos;PIUMHI;SUL;317060;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Vargem Grande do Rio Pardo;Montes Claros;TAIOBEIRAS;NORTE;317065;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Varginha;Varginha;VARGINHA;SUL;317070;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Varjão de Minas;Patos de Minas;PATOS DE MINAS;NOROESTE;317075;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Várzea da Palma;Pirapora;PIRAPORA;NORTE;317080;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Varzelândia;Januária;Brasília de Minas/S. Francisco;NORTE;317090;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Vazante;Patos de Minas;PATOS DE MINAS;NOROESTE;317100;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Verdelândia;Montes Claros;JANAÚBA/MONTE AZUL;NORTE;317103;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Veredinha;Diamantina;Turmalina/M. Novas/Capelinha;JEQUITINHONHA;317107;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Veríssimo;Uberaba;UBERABA;TRIÂNGULO DO SUL;317110;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Vermelho Novo;Coronel Fabriciano;CARATINGA;VALE DO AÇO;317115;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Vespasiano;Belo Horizonte;VESPASIANO;CENTRO;317120;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Viçosa;Ponte Nova;VIÇOSA;LESTE DO SUL;317130;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Vieiras;Ubá;MURIAÉ;SUDESTE;317140;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Mathias Lobato;Governador Valadares;GOVERNADOR VALADARES;LESTE;317150;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Virgem da Lapa;Diamantina;ARAÇUAÍ;JEQUITINHONHA;317160;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Virgínia;Varginha;SÃO LOURENÇO;SUL;317170;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Virginópolis;Itabira;GUANHÃES;CENTRO;317180;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Virgolândia;Governador Valadares;GOVERNADOR VALADARES;LESTE;317190;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Visconde do Rio Branco;Ubá;UBÁ;SUDESTE;317200;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Volta Grande;Leopoldina;ALÉM PARAÍBA;SUDESTE;317210;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Wenceslau Braz;Pouso Alegre;ITAJUBÁ;SUL;317220;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
